Date,Time,CO,PM 10,NO,NOx,PM 2.5,SO2,NO2,Benzene
9/20/2020,6:00:00,0.9,-200,4.7,126,60,19.4,63.5,1.4139
9/20/2020,7:00:00,3.5,-200,21.7,376,91,18.7,65.6,1.4039
9/20/2020,8:00:00,-200,-200,32.2,-200,-200,20.1,60.6,1.4062
9/20/2020,9:00:00,5.7,-200,27.5,737,159,23.5,49.7,1.4156
9/20/2020,10:00:00,3.5,-200,18.1,481,173,26.4,41.9,1.4237
9/20/2020,11:00:00,3.7,-200,18.6,425,174,29.9,34,1.4096
9/20/2020,12:00:00,3.1,-200,17.6,330,165,31.5,30.8,1.4017
9/20/2020,13:00:00,3,-200,16.3,303,136,30.2,30.2,1.2744
9/20/2020,14:00:00,2.6,-200,11.8,283,125,30.5,29.3,1.2612
9/20/2020,15:00:00,2.4,-200,11.9,264,122,31.8,27.4,1.2673
9/20/2020,16:00:00,2.6,-200,15.5,280,124,34.3,23.2,1.2326
9/20/2020,17:00:00,5,-200,28.8,505,184,34.1,23,1.2081
9/20/2020,18:00:00,5.6,-200,31.1,566,200,30.5,29.2,1.2585
9/20/2020,19:00:00,6.5,-200,34.9,681,225,28.1,32.4,1.2173
9/20/2020,20:00:00,4.1,-200,19.5,448,168,26.5,31.7,1.0787
9/20/2020,21:00:00,2.1,-200,11.7,231,118,24.8,33.7,1.0377
9/20/2020,22:00:00,2,-200,9.9,230,115,23.9,38.1,1.1123
9/20/2020,23:00:00,1.4,-200,7.7,146,94,23,43,1.1897
9/21/2020,0:00:00,0.8,-200,4.4,77,62,23.5,44.7,1.2755
9/21/2020,1:00:00,0.8,-200,4.1,82,68,22.3,47.7,1.2643
9/21/2020,2:00:00,0.6,-200,3.1,55,50,22.1,49.8,1.3094
9/21/2020,3:00:00,0.5,-200,2.4,-200,-200,21.8,51.4,1.3272
9/21/2020,4:00:00,0.4,-200,2.1,42,36,20.8,55.9,1.3581
9/21/2020,5:00:00,0.6,-200,3.3,102,53,18.8,63,1.3582
9/21/2020,6:00:00,1.4,-200,8.1,231,79,18.3,65.5,1.3686
9/21/2020,7:00:00,5.6,-200,31.4,699,133,18.2,66.1,1.3679
9/21/2020,8:00:00,7.3,-200,41.2,738,148,19.6,60.7,1.3713
9/21/2020,9:00:00,5.3,-200,27.3,665,161,22.6,51.4,1.392
9/21/2020,10:00:00,4.4,-200,24.2,598,191,25.8,44.2,1.4512
9/21/2020,11:00:00,3.1,-200,17,340,158,28.5,39,1.4928
9/21/2020,12:00:00,3.3,-200,17.7,374,157,30.1,35.1,1.4782
9/21/2020,13:00:00,3.8,-200,19.3,401,188,29.4,36.4,1.4718
9/21/2020,14:00:00,2.3,-200,12.7,275,143,29.2,37.9,1.5116
9/21/2020,15:00:00,2.6,-200,14.6,278,152,30.5,34.9,1.5015
9/21/2020,16:00:00,3.2,-200,17.8,342,168,31.5,31.4,1.431
9/21/2020,17:00:00,5,-200,26.6,479,205,31.2,31.4,1.3987
9/21/2020,18:00:00,5.6,-200,30.3,553,204,28.5,37.2,1.4282
9/21/2020,19:00:00,5.4,-200,28.7,531,210,26.7,42.3,1.4618
9/21/2020,20:00:00,4.4,-200,20,428,173,24.8,49,1.5092
9/21/2020,21:00:00,2.4,-200,11.9,229,123,23.6,53.6,1.5374
9/21/2020,22:00:00,1.5,-200,8.1,145,92,23,55.8,1.548
9/21/2020,23:00:00,1.3,-200,7.7,112,77,22.1,58.4,1.5393
9/22/2020,0:00:00,1.1,-200,5.9,99,74,22.6,56.3,1.5233
9/22/2020,1:00:00,1,-200,5.1,98,74,21,61.3,1.5031
9/22/2020,2:00:00,0.6,-200,2.4,54,47,23,54,1.501
9/22/2020,3:00:00,0.5,-200,2.4,-200,-200,19.8,65.3,1.4894
9/22/2020,4:00:00,0.6,-200,3.8,59,44,18.3,70.8,1.4794
9/22/2020,5:00:00,0.8,-200,5,162,69,18.1,72.5,1.4876
9/22/2020,6:00:00,1.5,-200,9.7,268,79,18.3,71,1.4807
9/22/2020,7:00:00,4.1,-200,25.9,531,108,18.5,68.9,1.4565
9/22/2020,8:00:00,5.5,-200,34.3,517,119,20.1,62.7,1.461
9/22/2020,9:00:00,5.5,-200,29,701,165,23.5,52,1.4833
9/22/2020,10:00:00,3.7,-200,20,510,172,26.8,42.7,1.4864
9/22/2020,11:00:00,3.3,-200,18.3,415,180,29.1,36.7,1.4543
9/22/2020,12:00:00,2.5,-200,13.4,243,130,30.8,32,1.4014
9/22/2020,13:00:00,2.6,-200,14,267,120,27.9,37,1.372
9/22/2020,14:00:00,2.2,-200,12.1,233,117,28.5,37.3,1.4291
9/22/2020,15:00:00,2.6,-200,15.3,295,141,30.2,32.9,1.3865
9/22/2020,16:00:00,2.9,-200,16.1,309,151,32.9,27.7,1.3622
9/22/2020,17:00:00,5,-200,27.3,506,218,32.2,28.8,1.3624
9/22/2020,18:00:00,5.1,-200,26.2,479,213,28.8,39,1.5203
9/22/2020,19:00:00,5.2,-200,26.7,460,194,26.7,43.3,1.4881
9/22/2020,20:00:00,3.8,-200,18.3,363,167,24.6,54,1.6461
9/22/2020,21:00:00,2.2,-200,11.9,213,115,23.4,59.9,1.6992
9/22/2020,22:00:00,2.1,-200,11.5,183,98,22.5,62.6,1.6883
9/22/2020,23:00:00,1.8,-200,9.6,163,93,22.9,62,1.7127
9/23/2020,0:00:00,1.6,-200,8,152,87,22.2,64.9,1.719
9/23/2020,1:00:00,1.4,-200,6.9,104,71,21.4,68.5,1.7261
9/23/2020,2:00:00,0.8,-200,3.7,61,49,22.2,63,1.6673
9/23/2020,3:00:00,0.5,-200,2.4,-200,-200,22.4,59.9,1.6069
9/23/2020,4:00:00,-200,-200,2.2,54,44,21.1,63.8,1.5817
9/23/2020,5:00:00,0.5,-200,2.5,84,58,22.9,57.5,1.5879
9/23/2020,6:00:00,0.9,-200,6.3,132,66,21.3,63.2,1.5794
9/23/2020,7:00:00,3.2,-200,21.6,422,112,21.3,63.5,1.5941
9/23/2020,8:00:00,2.8,-200,18.8,282,104,23.7,54.4,1.5765
9/23/2020,9:00:00,2.7,-200,18.1,293,103,25,50.8,1.5903
9/23/2020,10:00:00,2.4,-200,14.8,334,118,26.3,48.1,1.6199
9/23/2020,11:00:00,2.7,-200,15.9,324,129,26.4,47.3,1.6006
9/23/2020,12:00:00,2.8,-200,16.1,294,127,29.3,39.5,1.5855
9/23/2020,13:00:00,2.9,-200,17.2,273,130,29,39.6,1.5581
9/23/2020,14:00:00,2.6,-200,15.8,275,130,29.8,38,1.5642
9/23/2020,15:00:00,2.6,-200,15.1,282,118,30.4,37.2,1.588
9/23/2020,16:00:00,3.2,-200,18.9,323,146,31.5,34.9,1.5903
9/23/2020,17:00:00,4.6,-200,25.2,442,190,31.6,34.8,1.5925
9/23/2020,18:00:00,4.9,-200,26.1,431,189,29,40.5,1.5949
9/23/2020,19:00:00,4.7,-200,25.6,402,173,27.2,45.9,1.6302
9/23/2020,20:00:00,3.3,-200,16.9,313,148,26.2,48.7,1.6256
9/23/2020,21:00:00,2.3,-200,12.6,228,116,25.1,50.5,1.584
9/23/2020,22:00:00,2.1,-200,10.3,218,109,24.1,50.7,1.4959
9/23/2020,23:00:00,1.7,-200,8.9,179,94,22.5,53.7,1.4486
9/24/2020,0:00:00,1,-200,6.5,97,64,22.7,53.7,1.458
9/24/2020,1:00:00,0.9,-200,5.3,83,59,21.5,57.9,1.4658
9/24/2020,2:00:00,0.7,-200,4.6,80,64,22.3,55.8,1.4828
9/24/2020,3:00:00,0.4,-200,2,-200,-200,22.7,53.8,1.4673
9/24/2020,4:00:00,0.4,-200,2.5,66,52,21.1,59.9,1.4789
9/24/2020,5:00:00,0.5,-200,2.8,109,55,20.4,63,1.4946
9/24/2020,6:00:00,1.3,-200,8.4,232,83,20.8,62.2,1.5119
9/24/2020,7:00:00,3.5,-200,21.1,535,114,21.3,61.6,1.5452
9/24/2020,8:00:00,5.5,-200,34,684,137,21.9,60.2,1.56
9/24/2020,9:00:00,5.6,-200,29.4,803,160,23,56.4,1.5614
9/24/2020,10:00:00,3.4,-200,20.3,539,138,25.1,49.5,1.5572
9/24/2020,11:00:00,3.2,-200,18.4,364,134,26.6,44.3,1.5229
9/24/2020,12:00:00,3.7,-200,22.3,422,143,26.2,46,1.5422
9/24/2020,13:00:00,4.6,-200,26.9,483,153,25.4,48.7,1.5594
9/24/2020,14:00:00,4.2,-200,24,496,145,25.6,48.3,1.558
9/24/2020,15:00:00,3.3,-200,19.3,403,123,25.7,47.8,1.5548
9/24/2020,16:00:00,2.7,-200,14.5,282,96,24.9,49.2,1.5251
9/24/2020,17:00:00,2.2,-200,11.1,268,107,18.3,75.4,1.5682
9/24/2020,18:00:00,2.8,-200,10.4,306,119,16.3,73.9,1.3601
9/24/2020,19:00:00,2.9,-200,10.5,293,109,15.6,75.7,1.3345
9/24/2020,20:00:00,2,-200,5.8,240,107,15.4,76.6,1.3334
9/24/2020,21:00:00,0.7,-200,2.2,93,57,14,75.4,1.1988
9/24/2020,22:00:00,0.6,-200,2,99,60,14.9,60.5,1.0213
9/24/2020,23:00:00,1.2,-200,3.8,55,22,15.5,50.9,0.888
9/25/2020,0:00:00,1.2,-200,3.9,19,2,15.6,50,0.8773
9/25/2020,1:00:00,1.1,-200,3.7,26,7,15.4,53.6,0.9326
9/25/2020,2:00:00,0.6,-200,1.7,26,8,15.4,53.9,0.9334
9/25/2020,3:00:00,0.3,-200,1,-200,-200,15.3,52.4,0.9017
9/25/2020,4:00:00,0.3,-200,1,42,27,15.3,53.1,0.9181
9/25/2020,5:00:00,0.3,-200,0.9,32,14,15.4,53.7,0.9295
9/25/2020,6:00:00,0.4,-200,1.3,25,3,15.5,53.3,0.9308
9/25/2020,7:00:00,0.6,-200,2.1,28,9,15.4,52.7,0.9178
9/25/2020,8:00:00,0.7,-200,2.5,41,14,15.7,51.1,0.9056
9/25/2020,9:00:00,1,-200,4.6,130,52,16.9,47.7,0.9142
9/25/2020,10:00:00,1.1,-200,4.3,173,64,18.2,41.9,0.8674
9/25/2020,11:00:00,1.5,-200,6.5,168,66,19.1,37,0.8104
9/25/2020,12:00:00,1.4,-200,6,51,14,19.3,34.8,0.771
9/25/2020,13:00:00,1.4,-200,6,31,9,19.8,31.2,0.7127
9/25/2020,14:00:00,1,-200,4.5,41,12,19.8,31.1,0.7104
9/25/2020,15:00:00,0.9,-200,3.9,41,14,20.2,28.6,0.6717
9/25/2020,16:00:00,1.1,-200,4.6,54,21,22.1,24.8,0.6514
9/25/2020,17:00:00,1.3,-200,6.7,112,43,21.1,27.7,0.6853
9/25/2020,18:00:00,1.8,-200,8.9,178,62,20.1,30.3,0.7045
9/25/2020,19:00:00,2.4,-200,9.8,218,68,19.5,33,0.7384
9/25/2020,20:00:00,2.7,-200,10.8,241,81,19.3,32.3,0.7163
9/25/2020,21:00:00,1.7,-200,7.4,223,88,18.4,33.2,0.6975
9/25/2020,22:00:00,2.2,-200,10.3,279,99,17.8,36.5,0.7366
9/25/2020,23:00:00,2.8,-200,13.8,330,98,17.8,39.9,0.8035
9/26/2020,0:00:00,2.4,-200,10.9,330,97,17,43,0.8242
9/26/2020,1:00:00,2.5,-200,11.7,341,101,15.5,52.2,0.9136
9/26/2020,2:00:00,1.4,-200,7.8,205,90,15.6,51.9,0.9135
9/26/2020,3:00:00,1.4,-200,7.7,-200,-200,13.5,59.4,0.9176
9/26/2020,4:00:00,-200,-200,5.5,130,61,13.4,59.9,0.9173
9/26/2020,5:00:00,0.9,-200,4.5,102,55,12.5,63.2,0.9146
9/26/2020,6:00:00,0.6,-200,3.3,79,46,13.6,57.6,0.8941
9/26/2020,7:00:00,1,-200,5.4,148,56,12.2,63.2,0.8964
9/26/2020,8:00:00,1.6,-200,8.2,261,83,14.6,56.4,0.9319
9/26/2020,9:00:00,0.9,-200,3,107,55,19.8,38.6,0.8831
9/26/2020,10:00:00,0.9,-200,3,103,47,21.6,33.4,0.8519
9/26/2020,11:00:00,1,-200,3.5,122,61,22,32.2,0.8407
9/26/2020,12:00:00,1,-200,3.6,127,58,22.7,30.2,0.8217
9/26/2020,13:00:00,0.9,-200,4,110,59,22.3,30.4,0.8063
9/26/2020,14:00:00,0.9,-200,4.2,98,54,22.1,30.5,0.7981
9/26/2020,15:00:00,0.9,-200,3.1,146,69,22.1,29.5,0.7761
9/26/2020,16:00:00,0.9,-200,3.5,119,54,23.4,27.1,0.7681
9/26/2020,17:00:00,2.7,-200,10.3,234,95,23.1,27,0.7538
9/26/2020,18:00:00,2.2,-200,7.8,261,99,21.5,31.4,0.7943
9/26/2020,19:00:00,3.3,-200,10.7,371,127,20.3,35.5,0.833
9/26/2020,20:00:00,2.1,-200,7.3,266,98,19.6,36.3,0.8193
9/26/2020,21:00:00,1.8,-200,7.7,268,112,18.7,39.7,0.8482
9/26/2020,22:00:00,1.9,-200,8.6,294,115,18,42.7,0.8745
9/26/2020,23:00:00,2.3,-200,10,303,114,17.1,47.6,0.9208
9/27/2020,0:00:00,1.9,-200,8.5,241,103,16.6,51.3,0.9634
9/27/2020,1:00:00,1.3,-200,5.8,142,81,15.9,55.2,0.9881
9/27/2020,2:00:00,1,-200,5,110,75,14.9,58.9,0.9891
9/27/2020,3:00:00,0.6,-200,2.9,-200,-200,14.1,61,0.9799
9/27/2020,4:00:00,0.6,-200,3.4,104,64,14,62.6,0.9948
9/27/2020,5:00:00,0.9,-200,5.6,179,71,14.1,61.7,0.9844
9/27/2020,6:00:00,1.5,-200,9,361,99,14.4,60.3,0.9802
9/27/2020,7:00:00,5.5,-200,26.9,799,132,15,57.7,0.9778
9/27/2020,8:00:00,4,-200,18.8,614,135,16.9,50.3,0.958
9/27/2020,9:00:00,1.8,-200,8.2,275,94,19.7,40.2,0.9108
9/27/2020,10:00:00,1.9,-200,9.1,325,103,22.2,33.6,0.8886
9/27/2020,11:00:00,1.7,-200,9.2,327,123,23.7,29.6,0.8537
9/27/2020,12:00:00,1.6,-200,8.3,252,95,21.9,30.7,0.7961
9/27/2020,13:00:00,1.9,-200,9.1,226,90,22.3,29.5,0.7838
9/27/2020,14:00:00,1.6,-200,9.2,230,99,23.8,27,0.7845
9/27/2020,15:00:00,1.8,-200,9.6,244,107,23.3,28.3,0.8012
9/27/2020,16:00:00,2,-200,11.8,251,112,24.2,27.2,0.8128
9/27/2020,17:00:00,3.1,-200,17.3,346,132,25.1,25.8,0.8065
9/27/2020,18:00:00,3.9,-200,17.8,407,148,22.3,29.2,0.7773
9/27/2020,19:00:00,4.3,-200,20.9,490,158,20.8,32.5,0.7873
9/27/2020,20:00:00,3.5,-200,14.9,434,145,19.1,36.8,0.8066
9/27/2020,21:00:00,2.4,-200,11.3,345,128,18.1,39.9,0.8232
9/27/2020,22:00:00,1.5,-200,8.4,192,105,17.4,42.8,0.8463
9/27/2020,23:00:00,1.3,-200,6.8,157,90,16.7,46.6,0.8793
9/28/2020,0:00:00,1,-200,4.9,148,85,17.1,46.8,0.9054
9/28/2020,1:00:00,0.8,-200,3.5,105,73,15.3,51.9,0.8982
9/28/2020,2:00:00,0.5,-200,2.8,141,74,15,52.8,0.8929
9/28/2020,3:00:00,0.4,-200,2.1,-200,-200,14.4,54.5,0.8887
9/28/2020,4:00:00,0.5,-200,2.2,107,61,12.8,59.8,0.8801
9/28/2020,5:00:00,0.7,-200,3.9,166,69,11.9,62.7,0.8726
9/28/2020,6:00:00,1.2,-200,7.3,241,82,12.1,62.6,0.8825
9/28/2020,7:00:00,2.4,-200,15.5,368,120,13.5,58.2,0.8944
9/28/2020,8:00:00,4.3,-200,27.1,498,135,14.4,55.7,0.9087
9/28/2020,9:00:00,4.1,-200,21.3,641,152,17.8,45.7,0.9224
9/28/2020,10:00:00,3.7,-200,19.9,667,177,21,37.2,0.9155
9/28/2020,11:00:00,3.4,-200,19.4,550,181,24.5,29.8,0.9008
9/28/2020,12:00:00,3.8,-200,21.8,483,176,26.4,26.4,0.8969
9/28/2020,13:00:00,4.1,-200,21.7,524,163,25.2,26.8,0.8451
9/28/2020,14:00:00,3.4,-200,18.9,481,174,26.1,24.8,0.8283
9/28/2020,15:00:00,2.3,-200,13,305,117,26.2,24.4,0.8174
9/28/2020,16:00:00,3.2,-200,18.8,396,145,28.9,21.3,0.8382
9/28/2020,17:00:00,4.8,-200,26.8,501,173,28,23.3,0.8681
9/28/2020,18:00:00,6.7,-200,36.9,702,204,24.7,27.9,0.8559
9/28/2020,19:00:00,7.5,-200,39.3,755,209,23,33.6,0.9302
9/28/2020,20:00:00,4.5,-200,23.1,524,175,20.9,45.8,1.1159
9/28/2020,21:00:00,2.1,-200,11.6,247,129,19.8,48.6,1.113
9/28/2020,22:00:00,1.5,-200,8.3,196,111,19.8,47.7,1.0885
9/28/2020,23:00:00,1.1,-200,5.7,135,85,18.6,49.1,1.0435
9/29/2020,0:00:00,1.1,-200,5.9,146,86,17.2,53.9,1.0498
9/29/2020,1:00:00,0.9,-200,4.1,106,71,16.3,56.8,1.047
9/29/2020,2:00:00,0.5,-200,2.2,70,60,17.4,53.4,1.0541
9/29/2020,3:00:00,0.4,-200,2,-200,-200,15.5,58.8,1.0309
9/29/2020,4:00:00,-200,-200,2.2,62,48,14.6,62.1,1.0236
9/29/2020,5:00:00,0.4,-200,2,60,45,17.1,52.5,1.013
9/29/2020,6:00:00,0.7,-200,4,92,53,15.2,58.3,0.9986
9/29/2020,7:00:00,2,-200,13.4,277,94,14.9,59.2,0.9985
9/29/2020,8:00:00,4.2,-200,28,600,122,15.1,59,1.0086
9/29/2020,9:00:00,5.2,-200,28.6,693,170,19,47.8,1.0434
9/29/2020,10:00:00,3.8,-200,21.4,617,174,22.4,38.8,1.04
9/29/2020,11:00:00,3.7,-200,19.1,569,191,25.4,33.3,1.0679
9/29/2020,12:00:00,3.4,-200,19.6,409,179,27.2,30.4,1.081
9/29/2020,13:00:00,3.1,-200,15.8,335,148,25.5,34.8,1.1152
9/29/2020,14:00:00,2.4,-200,13.5,290,129,26.4,28.5,0.9658
9/29/2020,15:00:00,2.8,-200,15.9,312,148,27.7,25.1,0.9158
9/29/2020,16:00:00,3.6,-200,19.9,440,184,28.6,23.2,0.8917
9/29/2020,17:00:00,4,-200,21.6,450,188,27.2,26.3,0.9317
9/29/2020,18:00:00,5.6,-200,31,578,204,25.3,33,1.0473
9/29/2020,19:00:00,6.3,-200,34.1,615,201,23.2,36.9,1.0346
9/29/2020,20:00:00,4.7,-200,22.8,536,165,21.6,43.3,1.1019
9/29/2020,21:00:00,1.9,-200,12.3,238,133,21.1,44.8,1.1088
9/29/2020,22:00:00,1.9,-200,10.9,249,125,19.7,49.3,1.1148
9/29/2020,23:00:00,1.2,-200,7.1,150,101,20.3,47.8,1.1281
9/30/2020,0:00:00,0.9,-200,5.7,108,79,19.4,50.3,1.1201
9/30/2020,1:00:00,-200,-200,5.3,-200,-200,18.3,53.1,1.1056
9/30/2020,2:00:00,-200,-200,2.9,-200,-200,17.5,56.1,1.1103
9/30/2020,3:00:00,-200,-200,1.9,-200,-200,19.2,50.3,1.1087
9/30/2020,4:00:00,-200,-200,2.4,-200,-200,16.6,59.6,1.117
9/30/2020,5:00:00,-200,-200,4,-200,-200,17.5,57.1,1.1311
9/30/2020,6:00:00,-200,-200,8.1,-200,-200,17.6,57.6,1.1471
9/30/2020,7:00:00,-200,-200,24.8,-200,-200,18,57,1.1665
9/30/2020,8:00:00,-200,-200,36.3,-200,-200,18.5,55.9,1.1779
9/30/2020,9:00:00,-200,-200,20.9,-200,-200,18.6,57.2,1.2146
9/30/2020,10:00:00,-200,-200,22.2,-200,-200,20.2,53,1.2407
9/30/2020,11:00:00,-200,-200,23.5,-200,-200,21.3,50.1,1.2539
9/30/2020,12:00:00,1.7,-200,10.8,-200,-200,24.6,42.8,1.3053
9/30/2020,13:00:00,1.7,-200,11.2,223,101,24.6,44.1,1.3477
9/30/2020,14:00:00,2.2,-200,15.1,267,113,25.6,43.4,1.4049
9/30/2020,15:00:00,2.8,-200,17.4,308,121,26.1,42.6,1.4172
9/30/2020,16:00:00,3.9,-200,23.4,422,146,25.8,44.8,1.4644
9/30/2020,17:00:00,6.5,-200,35.9,623,188,25.4,47.9,1.5346
9/30/2020,18:00:00,6.3,-200,34,572,182,24.6,50,1.5241
9/30/2020,19:00:00,5.7,-200,30.1,514,166,23.6,54.4,1.5687
9/30/2020,20:00:00,4.4,-200,20,414,142,22.6,59.5,1.6155
9/30/2020,21:00:00,1.6,-200,10.5,143,84,22.1,61.3,1.6133
9/30/2020,22:00:00,1.5,-200,9,147,87,22.1,61.3,1.6053
9/30/2020,23:00:00,1.7,-200,10.7,159,91,21.1,64.7,1.5956
10/1/2020,0:00:00,1.9,-200,10.4,206,91,20.3,66.4,1.5591
10/1/2020,1:00:00,1.6,-200,9.7,140,74,19.4,69.3,1.5418
10/1/2020,2:00:00,1.3,-200,6.9,132,69,19,70.8,1.5417
10/1/2020,3:00:00,0.8,-200,4,-200,-200,20.2,65.8,1.5442
10/1/2020,4:00:00,0.6,-200,3,81,54,19.8,67.2,1.5322
10/1/2020,5:00:00,0.7,-200,4.3,120,60,19,70.3,1.5308
10/1/2020,6:00:00,1.6,-200,9.8,279,69,18.8,71.8,1.5372
10/1/2020,7:00:00,2.9,-200,17.2,392,91,20.2,66.3,1.555
10/1/2020,8:00:00,4.1,-200,27.9,433,97,20.8,64.3,1.563
10/1/2020,9:00:00,3.7,-200,20.5,531,114,22.3,59.3,1.5705
10/1/2020,10:00:00,3.6,-200,21.2,619,129,23.2,56.6,1.5929
10/1/2020,11:00:00,3.4,-200,19.9,522,137,23.8,54.7,1.587
10/1/2020,12:00:00,3.7,-200,21.1,505,134,23.5,56.2,1.6048
10/1/2020,13:00:00,4.1,-200,22.3,465,132,23.9,54.4,1.5963
10/1/2020,14:00:00,3.2,-200,-200,383,123,-200,-200,-200
10/1/2020,15:00:00,2.4,-200,12.9,278,105,25.4,47.4,1.517
10/1/2020,16:00:00,3.4,-200,18.4,372,136,26.4,45.4,1.54
10/1/2020,17:00:00,5.6,-200,26.5,540,169,25.8,46.9,1.5375
10/1/2020,18:00:00,-200,-200,29.4,-200,-200,25.3,49.6,1.5805
10/1/2020,19:00:00,-200,-200,33.7,-200,-200,24.2,54.3,1.6117
10/1/2020,20:00:00,-200,-200,19.9,-200,-200,22.8,58.1,1.5951
10/1/2020,21:00:00,-200,-200,13.5,-200,-200,21.5,63.2,1.5993
10/1/2020,22:00:00,-200,-200,11.2,-200,-200,21.3,63,1.5798
10/1/2020,23:00:00,-200,-200,9.1,-200,-200,20.8,64.1,1.554
10/2/2020,0:00:00,-200,-200,10.9,-200,-200,20.6,64,1.5346
10/2/2020,1:00:00,-200,-200,8.4,-200,-200,20.6,63.4,1.519
10/2/2020,2:00:00,-200,-200,7.1,-200,-200,20.4,64.4,1.522
10/2/2020,3:00:00,-200,-200,4.3,-200,-200,21.3,61,1.529
10/2/2020,4:00:00,-200,-200,4,-200,-200,20.5,64,1.5247
10/2/2020,5:00:00,-200,-200,5.8,-200,-200,20.3,65.3,1.5321
10/2/2020,6:00:00,-200,-200,6.3,-200,-200,20.1,65.9,1.5321
10/2/2020,7:00:00,-200,-200,12.3,-200,-200,20.2,65.6,1.5368
10/2/2020,8:00:00,-200,-200,13.3,-200,-200,21.1,62.8,1.5481
10/2/2020,9:00:00,-200,-200,12.5,-200,-200,22.5,57.5,1.5518
10/2/2020,10:00:00,-200,-200,10.5,-200,-200,24.2,51.9,1.5426
10/2/2020,11:00:00,-200,-200,12.1,-200,-200,25.2,48.9,1.5437
10/2/2020,12:00:00,-200,-200,12.1,-200,-200,25.8,47.8,1.5662
10/2/2020,13:00:00,-200,-200,11.2,-200,-200,25.7,49.2,1.5988
10/2/2020,14:00:00,-200,-200,7.2,-200,-200,25.8,49.6,1.6213
10/2/2020,15:00:00,-200,-200,8.7,-200,-200,25.7,48.8,1.5913
10/2/2020,16:00:00,-200,-200,9.6,-200,-200,26.5,45.9,1.5626
10/2/2020,17:00:00,-200,-200,11.6,-200,-200,25.4,48.9,1.565
10/2/2020,18:00:00,-200,-200,12.7,-200,-200,24.4,52.5,1.583
10/2/2020,19:00:00,-200,-200,20.7,-200,-200,23.9,54.6,1.5936
10/2/2020,20:00:00,-200,-200,17.8,-200,-200,22.9,57.9,1.5958
10/2/2020,21:00:00,-200,-200,11.2,-200,-200,22.1,61.1,1.6012
10/2/2020,22:00:00,-200,-200,10.8,-200,-200,20.8,65.6,1.5898
10/2/2020,23:00:00,-200,-200,9.4,-200,-200,21.7,60.8,1.563
10/3/2020,0:00:00,-200,-200,8.5,-200,-200,21.1,62.8,1.5505
10/3/2020,1:00:00,-200,-200,6.5,-200,-200,20.7,63.2,1.524
10/3/2020,2:00:00,-200,-200,5.1,-200,-200,21.2,61.5,1.5241
10/3/2020,3:00:00,-200,-200,4.5,-200,-200,20.3,64.6,1.518
10/3/2020,4:00:00,-200,-200,3.9,-200,-200,20.2,64.4,1.5035
10/3/2020,5:00:00,-200,-200,3.3,-200,-200,20.1,65.3,1.5153
10/3/2020,6:00:00,-200,-200,3.2,-200,-200,19.9,66,1.5141
10/3/2020,7:00:00,-200,-200,5.4,-200,-200,19.8,66.4,1.5145
10/3/2020,8:00:00,-200,-200,5.6,-200,-200,20.4,64.1,1.5178
10/3/2020,9:00:00,-200,-200,7.5,-200,-200,21.6,60.8,1.5496
10/3/2020,10:00:00,-200,-200,10.7,-200,-200,23.5,54.5,1.5553
10/3/2020,11:00:00,-200,-200,8.4,-200,-200,25.7,46.6,1.5105
10/3/2020,12:00:00,-200,-200,11.3,-200,-200,26.6,43.7,1.5031
10/3/2020,13:00:00,-200,-200,8.3,-200,-200,27.4,41.8,1.5056
10/3/2020,14:00:00,-200,-200,6,-200,-200,27.4,42.8,1.5344
10/3/2020,15:00:00,-200,-200,6.7,-200,-200,27.1,43.3,1.5255
10/3/2020,16:00:00,-200,-200,6.2,-200,-200,26.9,44.4,1.551
10/3/2020,17:00:00,-200,-200,7.7,-200,-200,26.9,44.4,1.5538
10/3/2020,18:00:00,-200,-200,11,-200,-200,24.7,51.9,1.5868
10/3/2020,19:00:00,-200,-200,20.8,-200,-200,23.7,55.6,1.6074
10/3/2020,20:00:00,-200,-200,21.4,-200,-200,22.7,59.6,1.6261
10/3/2020,21:00:00,-200,-200,10.4,-200,-200,21.9,61.4,1.5946
10/3/2020,22:00:00,-200,-200,8.3,-200,-200,22,59.8,1.562
10/3/2020,23:00:00,-200,-200,7.8,-200,-200,20.5,64.9,1.5473
10/4/2020,0:00:00,-200,-200,5.5,-200,-200,19.8,66.9,1.5277
10/4/2020,1:00:00,-200,-200,5.2,-200,-200,18.4,71.6,1.4997
10/4/2020,2:00:00,-200,-200,3.2,-200,-200,18.9,68.6,1.4818
10/4/2020,3:00:00,-200,-200,2.7,-200,-200,17.8,72.3,1.4546
10/4/2020,4:00:00,-200,-200,3,-200,-200,17.1,73.9,1.4262
10/4/2020,5:00:00,-200,-200,4,-200,-200,17.7,70.3,1.4088
10/4/2020,6:00:00,-200,-200,5.6,-200,-200,17.1,71.8,1.3936
10/4/2020,7:00:00,-200,-200,11.1,-200,-200,18.3,67.5,1.4044
10/4/2020,8:00:00,-200,-200,20.1,-200,-200,18.5,67,1.4135
10/4/2020,9:00:00,-200,-200,23.6,-200,-200,19.9,61.7,1.4193
10/4/2020,10:00:00,-200,-200,21,-200,-200,22.9,52.6,1.4519
10/4/2020,11:00:00,-200,-200,21.8,-200,-200,24.2,49,1.4586
10/4/2020,12:00:00,-200,-200,22.1,-200,-200,25.8,44.7,1.459
10/4/2020,13:00:00,-200,-200,18.2,-200,-200,26,44.5,1.4731
